character_description,label
"bold, fearless, decisive, dynamic, natural authority; ""Step aside, I got this""; on the battlefield",1
"bold, fearless, natural authority; during winter",1
"direct, inspirational, natural authority, motivates others, takes charge; ""We can do this""; in the library",1
"decisive, charismatic, natural authority, inspirational; ""Step aside, I got this""; during the journey",1
"takes charge, natural authority, bold, leader, fearless; ""We can do this""; during the journey",1
"natural authority, decisive, confident; in the library",1
"confident, charismatic, leader; ""Step aside, I got this""; in the forest",1
"commanding presence, bold, leader, takes charge; in the library",1
"fearless, confident, decisive; ""We can do this""; during winter",1
"fearless, commanding presence, leader, charismatic, inspirational; ""Follow me""; in the city",1
"confident, natural authority, commanding presence, leader; ""We can do this""; during the journey",1
"assertive, fearless, direct, commanding presence, decisive; on the ship",1
"takes charge, dynamic, assertive, bold, decisive; during winter",1
"commanding presence, inspirational, fearless, decisive; during the journey",1
"takes charge, commanding presence, decisive, dynamic, motivates others; ""We can do this""; on the ship",1
"decisive, assertive, natural authority, leader; ""Follow me""; during winter",1
"direct, bold, leader, assertive, dynamic; during the journey",1
"confident, takes charge, fearless, natural authority; at dawn",1
"decisive, confident, direct; on the ship",1
"motivates others, bold, fearless, assertive; ""We can do this""; during the journey",1
"motivates others, assertive, decisive; during the journey",1
"motivates others, fearless, inspirational, direct; at dawn",1
"bold, assertive, dynamic; ""Step aside, I got this""; during the journey",1
"motivates others, leader, confident, inspirational; ""Follow me""; during the journey",1
"takes charge, confident, charismatic, fearless, direct; during the journey",1
"leader, assertive, direct; ""Step aside, I got this""; at dawn",1
"bold, takes charge, fearless, decisive, commanding presence; ""Step aside, I got this""; on the battlefield",1
"direct, motivates others, assertive, charismatic, natural authority; in the forest",1
"takes charge, bold, confident, assertive; in the forest",1
"bold, assertive, charismatic, commanding presence; ""Follow me""; during the journey",1
"inspirational, commanding presence, decisive, bold; ""We can do this""; while exploring caves",1
"natural authority, bold, confident, decisive; in the city",1
"natural authority, takes charge, commanding presence, fearless, decisive; at dawn",1
"confident, direct, assertive, fearless; ""Step aside, I got this""; during winter",1
"direct, dynamic, bold, fearless; ""Follow me""; at dawn",1
"direct, takes charge, confident, decisive; ""We can do this""; at dawn",1
"fearless, takes charge, inspirational; ""Follow me""; in the city",1
"assertive, fearless, commanding presence; ""Step aside, I got this""; in the forest",1
"charismatic, natural authority, inspirational; ""Step aside, I got this""; on the battlefield",1
"natural authority, commanding presence, direct, motivates others, leader; ""Follow me""; in the city",1
"decisive, inspirational, bold, direct, commanding presence; ""Step aside, I got this""; in the forest",1
"fearless, confident, charismatic, motivates others; during winter",1
"dynamic, natural authority, takes charge, commanding presence; on the battlefield",1
"leader, fearless, direct; at the market",1
"inspirational, motivates others, confident, dynamic, takes charge; during winter",1
"assertive, leader, motivates others, fearless; ""Step aside, I got this""; at the market",1
"fearless, commanding presence, takes charge, assertive, motivates others; ""Follow me""; on the battlefield",1
"assertive, fearless, motivates others; ""We can do this""; in the library",1
"decisive, natural authority, fearless; ""We can do this""; during the journey",1
"charismatic, motivates others, commanding presence, decisive, leader; ""Step aside, I got this""; while exploring caves",1
"motivates others, bold, confident, direct; ""Step aside, I got this""; on the battlefield",1
"commanding presence, confident, motivates others, takes charge; ""Follow me""; at dawn",1
"bold, natural authority, charismatic, fearless, assertive; ""Step aside, I got this""; on the battlefield",1
"charismatic, natural authority, assertive; ""Follow me""; at dawn",1
"direct, assertive, takes charge, leader, confident; ""We can do this""; at the market",1
"assertive, bold, commanding presence, dynamic, confident; ""Follow me""; in the city",1
"takes charge, leader, motivates others; ""Step aside, I got this""; in the library",1
"direct, inspirational, leader, dynamic, assertive; ""We can do this""; at the market",1
"fearless, bold, direct, commanding presence, natural authority; ""Step aside, I got this""; while exploring caves",1
"leader, direct, charismatic, bold, motivates others; ""We can do this""; in the library",1
"direct, motivates others, charismatic, natural authority; ""Follow me""; on the ship",1
"assertive, motivates others, bold; at the market",1
"bold, direct, inspirational, natural authority; at the market",1
"bold, natural authority, dynamic, assertive, confident; ""We can do this""; at dawn",1
"fearless, confident, natural authority, inspirational; ""We can do this""; during winter",1
"inspirational, bold, natural authority, commanding presence; ""Follow me""; during the journey",1
"commanding presence, inspirational, dynamic, natural authority, leader; ""Follow me""; during the journey",1
"assertive, charismatic, commanding presence, natural authority; ""Follow me""; at the market",1
"confident, fearless, takes charge, leader, direct; ""Follow me""; in the city",1
"charismatic, confident, bold; ""We can do this""; during the journey",1
"inspirational, dynamic, natural authority, bold; ""We can do this""; while exploring caves",1
"direct, dynamic, assertive, takes charge; during the journey",1
"bold, inspirational, fearless, commanding presence, dynamic; at dawn",1
"direct, decisive, bold, motivates others; while exploring caves",1
"assertive, fearless, charismatic, leader; ""Step aside, I got this""; at the market",1
"assertive, dynamic, fearless; at dawn",1
"confident, charismatic, commanding presence, assertive; ""Step aside, I got this""; at dawn",1
"bold, assertive, takes charge, confident; ""Step aside, I got this""; on the ship",1
"natural authority, direct, charismatic, takes charge; during winter",1
"fearless, decisive, dynamic; during the journey",1
"direct, takes charge, assertive, inspirational, motivates others; ""We can do this""; during winter",1
"motivates others, confident, direct; ""Follow me""; during winter",1
"leader, charismatic, takes charge, assertive, decisive; ""Follow me""; while exploring caves",1
"leader, commanding presence, fearless, natural authority, decisive; ""Step aside, I got this""; at the market",1
"bold, leader, natural authority, fearless; ""Follow me""; on the battlefield",1
"motivates others, leader, takes charge; ""Step aside, I got this""; in the library",1
"bold, takes charge, fearless, dynamic; ""Follow me""; on the battlefield",1
"leader, bold, charismatic, natural authority; during winter",1
"commanding presence, leader, dynamic, assertive; at dawn",1
"direct, takes charge, bold, commanding presence; ""Follow me""; during the journey",1
"fearless, inspirational, takes charge, confident, commanding presence; ""Step aside, I got this""; while exploring caves",1
"assertive, motivates others, leader, natural authority; ""Follow me""; in the city",1
"fearless, commanding presence, dynamic, decisive, direct; while exploring caves",1
"confident, assertive, dynamic, inspirational; on the ship",1
"inspirational, fearless, direct, motivates others, commanding presence; ""We can do this""; during the journey",1
"charismatic, direct, motivates others, leader, inspirational; ""Step aside, I got this""; in the city",1
"takes charge, dynamic, inspirational; during winter",1
"commanding presence, inspirational, fearless, bold; ""Step aside, I got this""; in the library",1
"motivates others, bold, leader, natural authority; ""We can do this""; during winter",1
"dynamic, fearless, confident, leader, takes charge; ""We can do this""; in the forest",1
"motivates others, assertive, leader, charismatic, fearless; on the battlefield",1
"fearless, takes charge, motivates others; at dawn",1
"bold, assertive, takes charge; on the ship",1
"natural authority, motivates others, assertive, takes charge, commanding presence; during winter",1
"charismatic, natural authority, motivates others, inspirational; during winter",1
"fearless, inspirational, confident; in the city",1
"natural authority, commanding presence, charismatic, bold; ""We can do this""; on the ship",1
"leader, takes charge, bold, inspirational, fearless; at dawn",1
"assertive, inspirational, motivates others; at the market",1
"direct, leader, fearless, takes charge, dynamic; on the ship",1
"assertive, decisive, bold; ""We can do this""; on the ship",1
"commanding presence, motivates others, assertive, inspirational, confident; ""Step aside, I got this""; during winter",1
"confident, inspirational, bold, commanding presence, natural authority; at the market",1
"motivates others, fearless, dynamic; at dawn",1
"inspirational, leader, bold, direct; ""Step aside, I got this""; in the library",1
"leader, assertive, confident; during winter",1
"inspirational, confident, takes charge; at dawn",1
"dynamic, takes charge, fearless, charismatic, direct; on the ship",1
"motivates others, dynamic, takes charge, bold; ""Follow me""; while exploring caves",1
"confident, fearless, inspirational; ""Step aside, I got this""; on the battlefield",1
"bold, takes charge, natural authority, direct; ""Step aside, I got this""; in the forest",1
"leader, confident, assertive; ""Step aside, I got this""; in the forest",1
"dynamic, charismatic, direct; during winter",1
"inspirational, natural authority, takes charge, bold, charismatic; while exploring caves",1
"leader, motivates others, confident; ""Step aside, I got this""; in the library",1
"bold, leader, takes charge; during winter",1
"fearless, charismatic, assertive, commanding presence, dynamic; during the journey",1
"inspirational, confident, dynamic, decisive, takes charge; ""We can do this""; in the forest",1
"leader, commanding presence, motivates others, decisive; ""We can do this""; in the library",1
"dynamic, natural authority, fearless, decisive, commanding presence; in the city",1
"fearless, confident, bold, assertive; at dawn",1
"bold, decisive, takes charge; in the city",1
"commanding presence, decisive, direct, confident, inspirational; ""Follow me""; at the market",1
"direct, charismatic, takes charge; ""Follow me""; at dawn",1
"emotionally aware, caring, empathetic; ""Don't worry, I’ll help""; on the battlefield",2
"emotionally aware, attentive to others, warm, nurturing; while exploring caves",2
"healer, gentle, protective, emotionally aware; at the market",2
"protective, healer, caring, supportive, emotionally aware; ""You’re not alone""; in the forest",2
"nurturing, caring, gentle, warm; while exploring caves",2
"healer, caring, warm, attentive to others; ""You’re not alone""; in the library",2
"selfless, warm, gentle, attentive to others; on the ship",2
"emotionally aware, attentive to others, helpful; ""You’re not alone""; in the city",2
"kind-hearted, healer, helpful, emotionally aware, supportive; ""Are you okay?""; at dawn",2
"supportive, attentive to others, gentle; ""Don't worry, I’ll help""; at dawn",2
"nurturing, kind-hearted, healer, selfless, supportive; ""Are you okay?""; on the ship",2
"supportive, helpful, healer; on the battlefield",2
"emotionally aware, empathetic, protective; ""Are you okay?""; on the battlefield",2
"protective, empathetic, compassionate; ""Don't worry, I’ll help""; at dawn",2
"empathetic, nurturing, healer; ""Don't worry, I’ll help""; in the city",2
"empathetic, nurturing, caring; at the market",2
"empathetic, emotionally aware, warm, attentive to others; during winter",2
"protective, gentle, selfless, helpful, attentive to others; in the forest",2
"kind-hearted, nurturing, warm, helpful, empathetic; at the market",2
"healer, attentive to others, protective; in the library",2
"kind-hearted, selfless, caring, warm, compassionate; ""Don't worry, I’ll help""; during winter",2
"supportive, compassionate, caring; during winter",2
"empathetic, nurturing, kind-hearted, compassionate, attentive to others; ""You’re not alone""; while exploring caves",2
"caring, kind-hearted, selfless, protective, healer; ""Don't worry, I’ll help""; in the library",2
"kind-hearted, warm, caring, emotionally aware, selfless; ""Are you okay?""; at the market",2
"attentive to others, supportive, empathetic, selfless; ""Don't worry, I’ll help""; during winter",2
"gentle, protective, helpful; during winter",2
"kind-hearted, selfless, helpful, gentle; ""Don't worry, I’ll help""; in the library",2
"helpful, emotionally aware, protective, supportive, gentle; during winter",2
"supportive, gentle, protective; ""Are you okay?""; during winter",2
"gentle, caring, helpful, nurturing, protective; on the battlefield",2
"selfless, emotionally aware, compassionate; ""Are you okay?""; on the battlefield",2
"caring, selfless, empathetic; on the battlefield",2
"selfless, emotionally aware, empathetic, attentive to others, helpful; ""Are you okay?""; during winter",2
"emotionally aware, empathetic, compassionate, caring, gentle; ""Are you okay?""; in the city",2
"healer, gentle, supportive, empathetic, compassionate; during winter",2
"caring, healer, helpful, compassionate, protective; ""Don't worry, I’ll help""; at dawn",2
"helpful, gentle, healer; while exploring caves",2
"empathetic, gentle, kind-hearted; ""You’re not alone""; at the market",2
"compassionate, healer, attentive to others, gentle, helpful; at dawn",2
"supportive, gentle, caring; ""You’re not alone""; at the market",2
"gentle, caring, kind-hearted, compassionate, selfless; ""You’re not alone""; on the ship",2
"healer, helpful, warm, attentive to others, nurturing; in the forest",2
"protective, helpful, warm, healer; ""Don't worry, I’ll help""; in the city",2
"emotionally aware, nurturing, caring, gentle, healer; ""Don't worry, I’ll help""; at dawn",2
"healer, caring, compassionate, kind-hearted; ""Don't worry, I’ll help""; during the journey",2
"empathetic, caring, attentive to others; while exploring caves",2
"caring, kind-hearted, compassionate; during the journey",2
"gentle, helpful, empathetic, nurturing; at the market",2
"caring, helpful, nurturing, supportive; in the forest",2
"protective, emotionally aware, healer, warm, nurturing; ""Don't worry, I’ll help""; at dawn",2
"caring, selfless, empathetic; in the library",2
"helpful, protective, nurturing, compassionate; ""Are you okay?""; in the forest",2
"attentive to others, supportive, warm; in the forest",2
"caring, selfless, gentle, attentive to others; ""Don't worry, I’ll help""; during the journey",2
"selfless, healer, attentive to others, compassionate; on the battlefield",2
"empathetic, compassionate, nurturing, gentle; at dawn",2
"emotionally aware, nurturing, supportive, healer; during the journey",2
"nurturing, supportive, healer, kind-hearted; on the battlefield",2
"attentive to others, healer, selfless, empathetic; ""Don't worry, I’ll help""; in the city",2
"caring, emotionally aware, helpful; while exploring caves",2
"caring, compassionate, healer, gentle; on the battlefield",2
"healer, supportive, emotionally aware, kind-hearted, nurturing; in the library",2
"helpful, healer, selfless; ""You’re not alone""; in the city",2
"caring, emotionally aware, selfless; ""You’re not alone""; at the market",2
"compassionate, supportive, healer, kind-hearted, warm; during the journey",2
"gentle, helpful, kind-hearted; ""Don't worry, I’ll help""; at dawn",2
"empathetic, selfless, attentive to others, healer; on the ship",2
"healer, empathetic, attentive to others, warm; while exploring caves",2
"kind-hearted, emotionally aware, selfless, attentive to others; at dawn",2
"selfless, protective, helpful; ""You’re not alone""; in the city",2
"emotionally aware, selfless, nurturing, caring; ""Don't worry, I’ll help""; during winter",2
"caring, kind-hearted, emotionally aware, helpful, empathetic; ""Are you okay?""; on the ship",2
"emotionally aware, helpful, warm, attentive to others; while exploring caves",2
"protective, empathetic, attentive to others; ""Don't worry, I’ll help""; on the ship",2
"selfless, supportive, nurturing, emotionally aware; ""Don't worry, I’ll help""; in the library",2
"nurturing, warm, helpful; ""Are you okay?""; in the forest",2
"caring, kind-hearted, empathetic, healer; ""Don't worry, I’ll help""; while exploring caves",2
"healer, emotionally aware, nurturing, selfless; ""Are you okay?""; while exploring caves",2
"attentive to others, selfless, protective, supportive; in the city",2
"emotionally aware, kind-hearted, gentle, nurturing, compassionate; ""You’re not alone""; at dawn",2
"selfless, compassionate, healer, gentle; at dawn",2
"kind-hearted, compassionate, emotionally aware, selfless; while exploring caves",2
"selfless, attentive to others, protective, supportive; ""You’re not alone""; in the library",2
"attentive to others, warm, empathetic, kind-hearted; during the journey",2
"protective, compassionate, gentle, emotionally aware; in the library",2
"gentle, emotionally aware, helpful, supportive, selfless; ""You’re not alone""; in the forest",2
"nurturing, empathetic, healer, helpful, caring; at the market",2
"attentive to others, warm, healer, kind-hearted, protective; on the ship",2
"healer, protective, nurturing; while exploring caves",2
"emotionally aware, gentle, helpful, empathetic, kind-hearted; ""Don't worry, I’ll help""; in the library",2
"nurturing, attentive to others, compassionate, gentle, supportive; on the battlefield",2
"kind-hearted, empathetic, compassionate, helpful; while exploring caves",2
"supportive, emotionally aware, warm; ""Don't worry, I’ll help""; during the journey",2
"helpful, nurturing, selfless; on the ship",2
"attentive to others, empathetic, protective; at the market",2
"attentive to others, emotionally aware, kind-hearted; on the ship",2
"kind-hearted, protective, caring, healer, nurturing; in the library",2
"kind-hearted, gentle, selfless, protective; ""Are you okay?""; in the forest",2
"warm, caring, protective, kind-hearted, selfless; in the library",2
"emotionally aware, helpful, empathetic, kind-hearted, warm; in the forest",2
"caring, supportive, healer, selfless, empathetic; ""Are you okay?""; on the ship",2
"kind-hearted, warm, healer; ""You’re not alone""; at the market",2
"protective, compassionate, helpful; ""You’re not alone""; during the journey",2
"gentle, nurturing, supportive; during the journey",2
"empathetic, nurturing, kind-hearted; at dawn",2
"helpful, nurturing, compassionate, supportive, empathetic; while exploring caves",2
"compassionate, warm, nurturing; ""You’re not alone""; in the forest",2
"emotionally aware, gentle, helpful, kind-hearted, warm; ""You’re not alone""; at dawn",2
"gentle, attentive to others, kind-hearted, healer; on the ship",2
"attentive to others, kind-hearted, empathetic, compassionate; in the library",2
"compassionate, kind-hearted, healer, warm; ""You’re not alone""; during winter",2
"kind-hearted, nurturing, empathetic, healer; at the market",2
"selfless, warm, helpful, attentive to others, healer; ""Are you okay?""; in the city",2
"empathetic, gentle, healer, emotionally aware, nurturing; at the market",2
"selfless, helpful, nurturing, healer; ""Don't worry, I’ll help""; at dawn",2
"kind-hearted, selfless, attentive to others; while exploring caves",2
"nurturing, protective, attentive to others; during the journey",2
"gentle, compassionate, protective, kind-hearted, selfless; at dawn",2
"attentive to others, helpful, selfless; ""Don't worry, I’ll help""; at the market",2
"protective, empathetic, nurturing; on the battlefield",2
"nurturing, healer, empathetic, supportive, kind-hearted; ""Are you okay?""; in the city",2
"caring, supportive, compassionate, gentle, nurturing; ""Are you okay?""; at dawn",2
"protective, gentle, helpful; ""Are you okay?""; during the journey",2
"empathetic, caring, attentive to others, selfless; at the market",2
"healer, gentle, emotionally aware, kind-hearted; ""Are you okay?""; in the city",2
"gentle, helpful, protective; ""You’re not alone""; in the forest",2
"kind-hearted, healer, protective, helpful, nurturing; ""Are you okay?""; while exploring caves",2
"empathetic, gentle, compassionate; ""Don't worry, I’ll help""; at dawn",2
"empathetic, nurturing, kind-hearted, caring, gentle; in the city",2
"emotionally aware, helpful, kind-hearted, caring, compassionate; ""Are you okay?""; during the journey",2
"helpful, selfless, compassionate; ""Don't worry, I’ll help""; at the market",2
"healer, selfless, emotionally aware; ""You’re not alone""; on the battlefield",2
"warm, caring, supportive, helpful, compassionate; in the library",2
"emotionally aware, supportive, warm, nurturing; ""Don't worry, I’ll help""; in the forest",2
"nurturing, helpful, attentive to others, gentle, emotionally aware; ""Don't worry, I’ll help""; in the library",2
"kind-hearted, emotionally aware, supportive, protective, caring; ""Don't worry, I’ll help""; while exploring caves",2
"healer, protective, empathetic, emotionally aware, attentive to others; ""Are you okay?""; during winter",2
"attentive to others, protective, helpful, caring; ""Don't worry, I’ll help""; in the city",2
"compassionate, helpful, empathetic; ""Don't worry, I’ll help""; in the forest",2
"gentle, protective, kind-hearted, emotionally aware; ""Don't worry, I’ll help""; in the city",2
"supportive, gentle, selfless, protective, nurturing; at the market",2
"warm, kind-hearted, emotionally aware, compassionate, empathetic; ""Are you okay?""; during winter",2
"emotionally aware, attentive to others, kind-hearted; in the library",2
"nurturing, gentle, emotionally aware, attentive to others; ""Don't worry, I’ll help""; in the forest",2
"supportive, gentle, attentive to others; in the forest",2
"protective, empathetic, attentive to others, helpful, supportive; ""You’re not alone""; at dawn",2
"emotionally aware, nurturing, helpful; while exploring caves",2
"caring, emotionally aware, kind-hearted, compassionate; while exploring caves",2
"nurturing, emotionally aware, helpful, selfless; ""You’re not alone""; at dawn",2
"emotionally aware, healer, gentle, selfless, helpful; ""You’re not alone""; in the city",2
"caring, kind-hearted, healer, emotionally aware; at the market",2
"helpful, supportive, kind-hearted, caring, empathetic; in the city",2
"compassionate, empathetic, emotionally aware; at the market",2
"compassionate, protective, emotionally aware; in the city",2
"nurturing, warm, protective; on the battlefield",2
"caring, protective, healer, warm, helpful; at the market",2
"healer, empathetic, kind-hearted, warm, supportive; ""Don't worry, I’ll help""; at dawn",2
"healer, protective, warm, selfless; at dawn",2
"compassionate, emotionally aware, nurturing; ""You’re not alone""; during the journey",2
"selfless, emotionally aware, attentive to others, empathetic; ""Don't worry, I’ll help""; during the journey",2
"warm, caring, kind-hearted, selfless; at the market",2
"supportive, gentle, nurturing, protective, attentive to others; at dawn",2
"healer, nurturing, helpful, kind-hearted, emotionally aware; ""Don't worry, I’ll help""; at the market",2
"kind-hearted, helpful, healer, nurturing, attentive to others; ""You’re not alone""; during winter",2
"kind-hearted, healer, attentive to others, empathetic, selfless; during the journey",2
"empathetic, compassionate, warm, healer; ""Don't worry, I’ll help""; in the library",2
"supportive, helpful, compassionate; ""Are you okay?""; during winter",2
"healer, supportive, helpful, kind-hearted; ""Don't worry, I’ll help""; during the journey",2
"kind-hearted, nurturing, attentive to others, helpful; ""Are you okay?""; in the city",2
"gentle, helpful, protective, attentive to others, empathetic; at dawn",2
"empathetic, compassionate, emotionally aware, supportive, warm; ""Are you okay?""; at dawn",2
"warm, protective, nurturing, empathetic, compassionate; in the library",2
"caring, selfless, warm, protective; ""You’re not alone""; on the battlefield",2
"warm, emotionally aware, protective; ""Don't worry, I’ll help""; in the city",2
"protective, selfless, warm, emotionally aware; at dawn",2
"attentive to others, healer, gentle, warm, empathetic; during winter",2
"caring, warm, gentle; ""You’re not alone""; at the market",2
"compassionate, selfless, helpful, caring; ""Don't worry, I’ll help""; during winter",2
"supportive, helpful, emotionally aware, gentle, empathetic; on the ship",2
"kind-hearted, emotionally aware, caring, compassionate; ""Don't worry, I’ll help""; while exploring caves",2
"protective, empathetic, kind-hearted; in the forest",2
"caring, selfless, gentle, nurturing; ""Don't worry, I’ll help""; while exploring caves",2
"helpful, healer, gentle, protective, attentive to others; in the library",2
"caring, kind-hearted, emotionally aware; ""Are you okay?""; during the journey",2
"healer, compassionate, nurturing; ""You’re not alone""; during winter",2
"nurturing, warm, supportive, caring, selfless; at dawn",2
"warm, kind-hearted, healer, emotionally aware; at the market",2
"warm, attentive to others, empathetic, helpful, emotionally aware; in the library",2
"empathetic, warm, attentive to others, helpful; ""Don't worry, I’ll help""; at the market",2
"warm, selfless, nurturing; ""Don't worry, I’ll help""; in the forest",2
"warm, empathetic, nurturing, protective, helpful; ""Don't worry, I’ll help""; in the forest",2
"protective, emotionally aware, empathetic; ""Are you okay?""; at the market",2
"selfless, helpful, protective, healer, caring; during winter",2
"warm, emotionally aware, compassionate, attentive to others, kind-hearted; ""You’re not alone""; at the market",2
"caring, warm, empathetic, nurturing; while exploring caves",2
"kind-hearted, emotionally aware, attentive to others; ""You’re not alone""; on the ship",2
"gentle, healer, kind-hearted; during the journey",2
"warm, empathetic, helpful, healer; ""You’re not alone""; in the forest",2
"attentive to others, helpful, nurturing, compassionate, gentle; ""You’re not alone""; during winter",2
"emotionally aware, protective, empathetic, healer; ""Are you okay?""; at the market",2
"protective, healer, selfless; in the city",2
"gentle, selfless, kind-hearted; during the journey",2
"empathetic, helpful, nurturing; ""You’re not alone""; at dawn",2
"compassionate, healer, warm; at the market",2
"kind-hearted, nurturing, helpful, selfless; ""Don't worry, I’ll help""; during winter",2
"helpful, nurturing, warm; ""Don't worry, I’ll help""; in the city",2
"selfless, nurturing, supportive; in the forest",2
"supportive, nurturing, selfless, warm; ""You’re not alone""; on the battlefield",2
"caring, empathetic, healer, gentle; ""You’re not alone""; in the city",2
"warm, caring, emotionally aware, kind-hearted, empathetic; ""Don't worry, I’ll help""; in the city",2
"compassionate, selfless, warm, emotionally aware; at dawn",2
"gentle, selfless, emotionally aware; ""You’re not alone""; in the city",2
"warm, caring, nurturing, helpful, kind-hearted; in the city",2
"warm, compassionate, supportive, protective; ""You’re not alone""; at dawn",2
"kind-hearted, helpful, protective, warm, healer; ""You’re not alone""; while exploring caves",2
"supportive, attentive to others, nurturing, empathetic, selfless; ""Don't worry, I’ll help""; during winter",2
"attentive to others, supportive, caring; ""Don't worry, I’ll help""; at the market",2
"healer, kind-hearted, emotionally aware; ""Don't worry, I’ll help""; while exploring caves",2
"selfless, healer, supportive, warm, protective; in the city",2
"caring, warm, compassionate, kind-hearted; on the ship",2
"protective, compassionate, supportive, healer; ""You’re not alone""; on the ship",2
"healer, helpful, kind-hearted; ""You’re not alone""; in the forest",2
"gentle, emotionally aware, compassionate, warm, nurturing; on the battlefield",2
"gentle, warm, supportive, attentive to others; while exploring caves",2
"protective, empathetic, healer, compassionate, nurturing; during winter",2
"compassionate, protective, empathetic, attentive to others; while exploring caves",2
"protective, helpful, selfless, kind-hearted; ""You’re not alone""; at the market",2
"nurturing, attentive to others, caring; on the battlefield",2
"protective, kind-hearted, compassionate, empathetic, supportive; ""Don't worry, I’ll help""; at dawn",2
"healer, compassionate, emotionally aware, selfless; ""Don't worry, I’ll help""; on the ship",2
"empathetic, attentive to others, healer, supportive; in the library",2
"protective, emotionally aware, gentle; ""You’re not alone""; in the library",2
"warm, attentive to others, gentle, healer, selfless; ""Are you okay?""; during the journey",2
"empathetic, supportive, nurturing; on the battlefield",2
"nurturing, protective, gentle; in the library",2
"warm, protective, gentle, attentive to others, helpful; in the city",2
"selfless, kind-hearted, emotionally aware, empathetic; ""You’re not alone""; on the battlefield",2
"empathetic, healer, kind-hearted; on the battlefield",2
"supportive, emotionally aware, empathetic, attentive to others; on the battlefield",2
"compassionate, helpful, protective, attentive to others, emotionally aware; during winter",2
"emotionally aware, caring, selfless; at dawn",2
"kind-hearted, selfless, nurturing, empathetic, emotionally aware; on the ship",2
"emotionally aware, helpful, healer, selfless; at the market",2
"empathetic, nurturing, protective; on the battlefield",2
"attentive to others, helpful, gentle; in the city",2
"gentle, kind-hearted, protective; on the ship",2
"compassionate, nurturing, selfless; ""Are you okay?""; while exploring caves",2
"protective, supportive, warm, healer; while exploring caves",2
"selfless, emotionally aware, helpful, empathetic, warm; in the city",2
"nurturing, kind-hearted, protective, attentive to others; during the journey",2
"empathetic, gentle, nurturing; ""Are you okay?""; during winter",2
"caring, empathetic, protective; on the battlefield",2
"warm, supportive, attentive to others, protective; ""You’re not alone""; while exploring caves",2
"emotionally aware, kind-hearted, selfless; in the city",2
"supportive, healer, emotionally aware; on the battlefield",2
"protective, compassionate, warm, healer, supportive; at dawn",2
"selfless, protective, caring, healer; in the city",2
"gentle, kind-hearted, emotionally aware, helpful; ""Are you okay?""; during winter",2
"empathetic, nurturing, warm, healer, kind-hearted; ""Are you okay?""; on the battlefield",2
"compassionate, kind-hearted, selfless, helpful, gentle; at the market",2
"helpful, compassionate, protective; ""Don't worry, I’ll help""; on the ship",2
"protective, empathetic, nurturing, selfless; in the forest",2
"healer, attentive to others, compassionate, emotionally aware; in the city",2
"emotionally aware, helpful, warm; at the market",2
"supportive, warm, protective, emotionally aware; during winter",2
"healer, gentle, compassionate, supportive, caring; in the library",2
"supportive, helpful, nurturing, compassionate; ""Don't worry, I’ll help""; on the battlefield",2
"supportive, caring, helpful, healer; in the library",2
"empathetic, healer, compassionate, caring; ""You’re not alone""; during winter",2
"supportive, protective, kind-hearted, compassionate, warm; ""Are you okay?""; at the market",2
"warm, empathetic, nurturing, protective, caring; during winter",2
"warm, protective, gentle, attentive to others; on the ship",2
"gentle, healer, kind-hearted, selfless; ""You’re not alone""; in the library",2
"healer, compassionate, caring, emotionally aware; while exploring caves",2
"empathetic, helpful, supportive, gentle; ""Are you okay?""; at dawn",2
"attentive to others, kind-hearted, compassionate, warm, gentle; in the library",2
"helpful, kind-hearted, supportive, emotionally aware; on the battlefield",2
"supportive, gentle, empathetic, nurturing, compassionate; ""Are you okay?""; at dawn",2
"kind-hearted, attentive to others, selfless; ""Are you okay?""; during the journey",2
"emotionally aware, nurturing, kind-hearted, selfless, healer; during winter",2
"healer, compassionate, selfless, protective, emotionally aware; ""You’re not alone""; on the battlefield",2
"compassionate, caring, empathetic; during the journey",2
"empathetic, nurturing, supportive, compassionate; during winter",2
"kind-hearted, nurturing, healer, compassionate, caring; in the library",2
"emotionally aware, empathetic, nurturing, healer; ""Are you okay?""; in the library",2
"healer, helpful, kind-hearted; ""Are you okay?""; while exploring caves",2
"empathetic, helpful, selfless, gentle; ""Don't worry, I’ll help""; at the market",2
"protective, healer, attentive to others, warm; ""Don't worry, I’ll help""; while exploring caves",2
"helpful, warm, gentle, healer; ""Don't worry, I’ll help""; during winter",2
"empathetic, gentle, caring; while exploring caves",2
"emotionally aware, selfless, empathetic; ""Don't worry, I’ll help""; at dawn",2
"caring, nurturing, gentle; ""Are you okay?""; in the forest",2
"caring, attentive to others, emotionally aware, compassionate; ""Don't worry, I’ll help""; at the market",2
"healer, nurturing, supportive, warm, selfless; ""Don't worry, I’ll help""; at dawn",2
"selfless, protective, emotionally aware, attentive to others, warm; in the forest",2
"healer, nurturing, gentle, emotionally aware; during the journey",2
"helpful, kind-hearted, empathetic; ""Don't worry, I’ll help""; in the forest",2
"attentive to others, helpful, gentle; ""You’re not alone""; while exploring caves",2
"helpful, healer, supportive; during winter",2
"rebellious, unpredictable, spontaneous; ""Rules are for others""; in the city",3
"unconventional, nonconformist, lively, unpredictable; ""Why not try it?""; in the forest",3
"unpredictable, playful, impulsive, adaptable; at the market",3
"playful, lively, adventurous, unconventional, rebellious; ""Let's see what happens""; in the forest",3
"adaptable, spontaneous, witty, playful; ""Rules are for others""; while exploring caves",3
"unpredictable, spontaneous, rebellious; ""Why not try it?""; in the library",3
